Province,Farm_ID,c1_Soil_pH,c2_CaCO3,c3_OM,c4_K2O,c5_Sand,c6_Clay,c7_Nitrogen,c8_Phosphorous,c9_Potassium,c10_SowingRate,Y_GrainYield
Province_24,Farm_24,7.47,26.51,0.94,77.41,29.62,11.16,31.44,,15.88,,2618.72
Province_24,Farm_25,6.46,,3.4,213.41,67.72,18.07,5.23,8.59,13.92,,4846.06
Province_24,Farm_26,7.44,,,213.79,50.2,34.45,15.98,29.51,2.18,297.21,4011.85
Province_24,Farm_27,6.93,,0.79,254.29,65.86,13.89,11.55,42.35,10.35,185.68,3636.4
Province_24,Farm_28,8.21,8.86,1.44,343.22,41.6,27.85,13.35,36.59,14.38,290.06,4251.86
Province_24,Farm_29,7.87,18.45,2.12,256.72,35.3,,16.11,38.28,24.28,171.13,3118.9
Province_24,Farm_30,,20.02,1.55,153.67,29.06,43.36,43.49,45.59,14.83,287.35,3643.65
Province_25,Farm_1,6.2,1.24,0.52,242.52,21.27,,25.2,11.53,5.74,193.35,3832.16
Province_25,Farm_2,8.37,27.94,1.73,,,40.38,,29.18,5.24,217.82,3889.16
Province_25,Farm_3,7.18,,2.98,296.95,35.53,28.88,23.68,19.27,9.2,238.77,4413.2
Province_25,Farm_4,7.65,23.79,0.75,121.7,36.45,14.53,46.8,11.02,22.01,175.35,2566.92
Province_25,Farm_5,7.92,10.43,3.04,354.28,74.19,32.81,40.68,7.2,18.99,122.19,2840.86
Province_25,Farm_6,8.07,24.79,1.71,171.38,36.71,21.34,,9.46,20.54,173.68,4082.8
Province_25,Farm_7,,17.07,2.12,62.87,30.68,32.73,14.11,29.4,17.63,256.79,4977.15
Province_25,Farm_8,7.85,8.85,1.88,281.98,58.37,37.34,33.83,40.36,,,4281.79
Province_25,Farm_9,6.83,,0.9,177.41,66.45,12.32,6.91,18.91,3.05,128.22,3906.69
Province_25,Farm_10,6.99,0.0,1.18,309.63,46.98,34.56,43.11,35.13,0.21,217.88,3616.95
Province_25,Farm_11,6.51,9.23,0.7,337.93,43.15,14.97,35.19,22.69,,213.24,4253.04
Province_25,Farm_12,7.94,22.31,1.5,333.58,,38.23,47.62,6.09,22.56,172.47,3514.19
Province_25,Farm_13,8.0,25.69,4.0,295.0,68.69,43.24,23.82,11.89,22.2,278.97,4639.16
Province_25,Farm_14,7.68,12.32,2.48,179.27,37.78,19.22,33.21,11.85,18.33,291.88,4670.48
Province_25,Farm_15,8.42,22.41,2.51,196.89,49.64,30.87,0.41,30.64,8.13,207.54,4259.49
Province_25,Farm_16,6.32,15.49,1.03,143.2,25.62,31.74,31.67,40.35,7.67,270.16,4631.49
Province_25,Farm_17,,11.03,1.01,397.61,,39.4,46.06,40.6,3.52,236.98,4822.09
Province_25,Farm_18,6.3,9.22,0.95,233.68,,30.16,13.95,10.57,16.79,174.4,3306.54
Province_25,Farm_19,7.86,0.94,1.51,202.24,39.32,33.18,21.69,7.71,1.75,118.29,3416.0
Province_25,Farm_20,8.48,,2.42,54.73,50.68,48.35,,4.12,15.43,221.78,2970.55
Province_25,Farm_21,6.89,3.91,2.26,349.29,52.6,11.24,14.52,14.46,13.53,189.47,3625.85
Province_25,Farm_22,,8.73,1.64,325.99,73.15,,10.89,16.85,24.98,103.51,3489.72
Province_25,Farm_23,6.43,12.32,2.7,55.94,79.26,34.01,,15.02,19.71,162.64,3936.67
Province_25,Farm_24,8.21,23.32,2.1,189.52,73.69,29.35,33.08,26.52,,292.56,4190.42
Province_25,Farm_25,7.47,22.85,,,35.59,,,3.02,11.49,266.14,4628.15
Province_25,Farm_26,6.37,13.85,1.6,248.67,63.8,48.98,7.23,31.73,0.13,103.61,3776.15
Province_25,Farm_27,7.41,19.73,3.01,,35.1,26.88,11.49,32.12,9.18,225.71,3832.72
Province_25,Farm_28,7.52,22.25,3.61,190.29,25.45,33.62,10.67,13.46,16.31,200.18,3546.94
Province_25,Farm_29,7.15,3.07,1.6,323.77,66.37,42.44,,13.18,0.18,110.65,3482.57
Province_25,Farm_30,7.04,1.37,2.48,314.11,,28.5,,33.2,20.69,172.23,3199.72
Province_26,Farm_1,6.89,5.4,3.51,334.76,65.91,31.0,2.63,19.63,11.29,229.63,4492.86
Province_26,Farm_2,6.56,21.74,3.39,385.62,,20.09,15.37,12.7,22.33,110.37,3732.15
Province_26,Farm_3,7.97,,,370.34,64.19,34.93,44.13,29.77,,111.23,3747.78
Province_26,Farm_4,,28.8,1.92,206.02,47.49,38.12,48.54,2.66,6.22,201.36,3913.21
Province_26,Farm_5,7.96,10.29,2.2,154.7,54.8,49.87,32.36,0.77,10.42,102.71,3920.16
Province_26,Farm_6,7.12,18.77,2.97,295.26,39.23,37.55,41.22,,8.64,134.61,3755.96
Province_26,Farm_7,6.24,22.65,2.89,,78.85,25.43,43.44,6.16,17.36,141.65,3465.72
Province_26,Farm_8,6.94,10.93,1.14,96.11,44.66,14.83,42.53,29.74,7.69,210.7,3770.56
Province_26,Farm_9,8.14,12.23,1.21,171.56,76.58,37.39,11.65,38.75,0.64,103.66,3581.11
Province_26,Farm_10,6.15,4.37,1.61,331.42,65.37,26.52,16.75,32.04,10.08,215.41,4214.38
Province_26,Farm_11,7.54,0.94,,164.58,75.16,,31.27,12.72,17.49,127.74,2642.26
Province_26,Farm_12,7.19,0.13,1.29,,77.64,28.8,23.46,41.51,24.77,218.71,4965.59
Province_26,Farm_13,8.47,6.4,2.73,255.68,75.49,39.81,22.47,22.33,23.86,175.75,3513.91
Province_26,Farm_14,,5.12,2.74,,24.45,40.79,33.81,25.44,11.53,200.56,3081.75
Province_26,Farm_15,7.22,24.5,,186.67,56.68,17.85,19.54,21.6,24.4,,4333.03
Province_26,Farm_16,8.08,5.48,3.92,183.09,,38.83,,45.6,16.93,278.33,4582.7
Province_26,Farm_17,7.45,24.42,1.52,321.02,78.42,16.58,36.31,30.42,7.02,182.46,3752.47
Province_26,Farm_18,6.29,8.07,3.17,379.61,77.21,25.69,44.55,0.42,2.26,285.63,3511.89
Province_26,Farm_19,,7.99,0.55,62.89,70.11,43.39,,26.14,11.42,104.81,3696.46
Province_26,Farm_20,7.33,7.29,0.74,79.65,36.59,43.08,32.25,,3.35,197.3,2722.08
Province_26,Farm_21,6.34,7.8,2.71,277.97,20.36,47.99,,47.26,23.64,245.15,4438.93
Province_26,Farm_22,6.07,20.63,2.8,220.71,70.92,16.93,0.54,25.38,5.97,,3723.34
Province_26,Farm_23,6.73,13.82,1.22,133.39,50.7,48.3,33.12,30.4,,159.76,3790.36
Province_26,Farm_24,6.14,6.93,2.39,187.29,,19.39,,27.71,11.19,133.11,3884.51
Province_26,Farm_25,,18.8,1.05,56.0,,17.05,1.83,,3.43,231.88,3468.67
Province_26,Farm_26,8.07,1.22,,125.3,59.23,20.67,9.01,25.5,1.5,135.05,4372.07
Province_26,Farm_27,8.06,24.55,0.57,121.2,62.02,,2.53,32.09,2.01,120.76,4100.78
Province_26,Farm_28,6.79,0.72,1.32,340.86,49.35,23.88,14.02,12.3,0.96,141.74,2907.94
Province_26,Farm_29,6.46,5.11,1.97,151.09,33.35,,0.42,44.46,16.19,167.25,3581.49
Province_26,Farm_30,8.1,,2.44,183.58,63.8,14.78,,37.87,6.68,115.57,4124.36
Province_26,Farm_31,6.65,14.15,3.55,140.13,70.79,18.19,7.93,5.68,20.86,288.5,4959.08
Province_27,Farm_1,,,2.93,,49.24,,9.79,1.95,0.98,217.7,4188.6
Province_27,Farm_2,6.45,14.99,1.95,328.12,47.49,29.44,20.78,24.43,11.48,205.13,4361.94
Province_27,Farm_3,7.45,24.88,3.73,283.83,44.29,25.4,7.82,,21.68,115.46,3239.94
Province_27,Farm_4,6.12,22.77,3.21,,44.25,16.53,,,14.2,257.08,4693.44
Province_27,Farm_5,6.26,6.53,3.53,172.85,59.84,22.72,11.68,13.35,,203.72,4310.8
Province_27,Farm_6,7.3,2.21,1.62,335.53,47.24,19.58,,39.12,,218.88,4121.8
Province_27,Farm_7,6.04,,2.02,53.43,75.4,27.89,17.98,43.44,14.63,,4425.95
Province_27,Farm_8,6.58,27.23,3.4,100.66,78.11,46.48,45.01,29.81,4.89,269.53,3889.68
Province_27,Farm_9,6.84,9.71,1.97,72.85,,24.12,7.84,30.98,23.55,154.85,3125.31
Province_27,Farm_10,6.52,25.22,1.04,344.96,56.71,32.87,46.27,,7.9,174.84,4289.85
Province_27,Farm_11,6.19,9.87,1.82,151.77,34.72,27.6,37.6,38.47,5.03,196.82,3887.94
Province_27,Farm_12,7.77,,1.44,,23.42,23.88,31.39,14.62,16.18,151.02,4010.45
Province_27,Farm_13,6.94,20.69,3.54,234.25,67.03,,16.51,,8.43,133.95,3541.42
Province_27,Farm_14,7.41,20.54,1.27,378.3,65.68,12.06,46.61,25.58,13.77,189.49,3726.04
Province_27,Farm_15,6.4,,0.62,296.56,68.54,47.09,22.85,2.65,14.33,135.74,4467.8
Province_27,Farm_16,6.29,22.72,0.77,390.44,60.16,20.17,28.42,27.18,9.91,187.59,3159.37
Province_27,Farm_17,7.56,20.91,,275.87,27.82,11.61,15.89,,2.21,,4119.17
Province_27,Farm_18,6.14,5.35,3.4,189.26,63.82,42.01,38.58,29.14,1.7,203.13,4642.82
Province_27,Farm_19,,22.66,2.18,125.63,79.6,32.77,45.26,29.87,3.19,249.19,3923.07
Province_27,Farm_20,6.97,12.1,,,25.27,46.17,33.2,22.1,18.01,201.46,3881.76
Province_27,Farm_21,8.03,11.05,2.1,353.95,22.32,48.03,39.31,10.25,21.41,284.93,4359.59
Province_27,Farm_22,8.06,22.38,1.54,340.14,,11.06,,28.93,13.92,183.83,4223.0
Province_27,Farm_23,,10.52,2.92,60.48,43.27,10.01,6.66,41.86,16.88,154.2,3471.2
Province_27,Farm_24,,25.68,2.53,284.0,60.2,,6.12,16.45,12.23,245.49,4006.9
Province_27,Farm_25,6.98,7.04,,258.9,46.34,,33.71,2.35,6.99,287.92,5029.46
Province_27,Farm_26,6.15,21.96,2.91,221.92,69.03,28.91,46.12,12.49,13.91,129.34,3730.75
Province_27,Farm_27,6.37,2.51,0.69,208.9,45.4,49.02,45.71,47.42,14.33,292.37,4477.05
Province_27,Farm_28,6.15,0.75,1.59,68.53,49.74,34.21,,3.11,15.04,292.34,3966.88
Province_27,Farm_29,6.37,19.74,2.41,,54.68,24.36,18.7,32.49,21.17,282.94,4681.16
Province_27,Farm_30,7.12,12.9,2.7,61.13,77.0,,4.63,39.16,3.51,167.13,3280.4
Province_27,Farm_31,,28.53,2.63,364.08,66.81,,32.08,12.85,15.37,236.01,4693.35
Province_27,Farm_32,6.57,3.51,1.38,388.83,50.56,31.12,15.54,5.7,2.6,298.62,4188.23
Province_27,Farm_33,7.03,15.54,2.23,211.26,63.17,,13.79,4.49,7.54,119.68,3051.27
Province_28,Farm_1,7.38,5.38,3.16,91.94,,36.55,12.39,11.72,,120.26,3346.61
Province_28,Farm_2,7.02,,,208.75,54.13,19.31,34.37,8.03,12.5,,4972.03
Province_28,Farm_3,,8.25,1.97,161.18,22.14,48.47,44.85,17.95,2.61,279.71,4837.35
Province_28,Farm_4,7.39,18.12,2.88,89.1,21.12,10.84,9.74,49.89,19.01,210.2,3953.44
Province_28,Farm_5,7.45,9.66,3.46,52.87,40.92,19.16,,29.45,16.57,121.84,4071.54
Province_28,Farm_6,6.54,26.24,2.19,377.14,73.5,32.89,4.27,10.1,9.52,208.91,3783.97
Province_28,Farm_7,6.46,11.78,1.1,377.25,64.87,31.67,37.11,29.19,8.39,,3175.34
Province_28,Farm_8,6.18,7.37,1.85,328.98,22.66,38.55,35.91,29.77,16.05,,3414.54
Province_28,Farm_9,6.59,6.02,2.34,367.82,43.31,37.64,,32.43,9.31,,3071.1
Province_28,Farm_10,7.02,12.42,2.78,111.09,57.85,31.14,0.12,11.58,4.11,188.09,3143.78
Province_28,Farm_11,8.07,,,308.26,59.56,39.8,33.56,34.66,,290.59,3481.28
Province_28,Farm_12,6.59,4.45,2.75,369.64,52.48,15.57,17.76,11.2,,173.8,3993.87
Province_28,Farm_13,8.38,6.75,1.39,63.7,23.21,11.46,29.33,6.13,22.96,221.57,3761.29
Province_28,Farm_14,7.05,,3.06,185.12,50.7,44.02,13.65,10.99,15.66,199.17,3144.2
Province_28,Farm_15,7.18,26.46,3.59,321.19,,34.57,,35.82,5.02,122.29,3979.56
Province_28,Farm_16,6.79,17.45,,155.25,70.17,35.05,,37.24,23.51,172.03,3749.02
Province_28,Farm_17,8.08,15.57,3.34,338.39,71.24,15.4,40.69,40.01,,119.15,4462.85
Province_28,Farm_18,6.99,11.68,3.46,261.48,40.32,33.36,17.09,42.48,9.04,,3934.6
Province_28,Farm_19,7.67,19.56,1.19,347.6,74.66,47.75,39.51,32.31,,,3503.74
Province_28,Farm_20,8.15,27.87,1.17,130.99,66.9,43.9,22.77,28.96,14.02,290.43,3924.52
Province_28,Farm_21,7.08,9.47,1.72,134.98,26.9,29.13,4.34,,16.36,197.97,3054.83
Province_28,Farm_22,8.35,4.94,1.65,,30.88,16.28,18.77,46.0,11.53,154.88,3366.89
Province_28,Farm_23,8.36,27.57,1.29,372.55,56.11,25.38,6.32,33.56,15.75,199.98,3658.1
Province_28,Farm_24,,9.56,1.5,311.33,54.55,21.19,7.51,25.77,,115.73,2690.83
Province_28,Farm_25,,19.74,1.44,242.02,54.52,45.99,39.47,,18.18,157.39,3776.79
Province_28,Farm_26,8.48,3.86,3.38,129.05,71.74,,48.18,10.7,12.25,288.93,4930.03
Province_28,Farm_27,6.24,15.62,2.81,386.56,,31.36,26.2,49.67,9.62,,4295.99
Province_28,Farm_28,7.96,27.8,0.63,54.36,,41.56,31.73,11.2,11.84,159.53,3221.65
Province_28,Farm_29,6.25,10.28,1.22,231.92,,46.88,44.34,3.97,9.92,,4402.69
Province_28,Farm_30,6.19,13.71,0.94,148.16,46.75,35.98,22.38,47.66,23.85,142.78,4196.57
Province_28,Farm_31,7.08,13.0,1.07,69.16,26.95,24.61,,32.38,4.9,205.35,4535.09
Province_29,Farm_1,7.0,17.36,2.19,93.07,71.94,24.92,,3.32,3.83,256.89,3923.54
Province_29,Farm_2,8.0,15.37,2.86,172.08,,19.27,34.38,3.79,23.94,205.46,3277.07
Province_29,Farm_3,6.99,0.07,3.43,213.33,51.46,45.52,29.58,10.1,21.69,223.24,4772.96
Province_29,Farm_4,,0.34,3.25,345.45,47.72,16.67,15.98,47.92,17.66,,3488.14
Province_29,Farm_5,7.41,,1.61,368.22,29.9,43.51,31.37,,,251.11,2540.51
Province_29,Farm_6,6.28,24.03,2.85,364.37,34.24,,24.92,3.06,18.68,247.48,4226.55
Province_29,Farm_7,8.18,13.65,1.72,265.97,29.12,46.93,41.4,,14.41,162.67,4122.32
Province_29,Farm_8,6.83,2.16,3.94,198.02,78.34,46.13,26.14,39.08,7.2,,4124.17
Province_29,Farm_9,6.88,14.64,1.07,317.84,31.19,,7.92,41.15,14.5,148.75,3570.17
Province_29,Farm_10,6.15,10.9,3.14,397.34,50.21,23.36,35.17,19.38,1.16,,4649.39
Province_29,Farm_11,,16.7,3.68,127.19,60.74,30.05,5.31,33.27,7.16,169.4,3426.61
Province_29,Farm_12,8.45,15.53,1.76,208.88,78.51,15.75,22.86,4.59,11.22,196.93,2958.2
Province_29,Farm_13,7.05,18.56,1.53,177.75,30.4,32.27,40.94,46.44,23.29,182.24,2621.78
Province_29,Farm_14,7.66,25.74,2.58,123.81,35.14,11.91,15.62,42.38,20.88,153.64,3430.57
Province_29,Farm_15,6.47,,0.88,155.8,,48.57,2.44,14.07,20.85,166.73,4648.91
Province_29,Farm_16,6.77,18.57,1.08,296.62,48.06,35.61,21.0,2.7,1.09,191.59,3562.6
Province_29,Farm_17,6.57,4.44,3.72,378.32,45.23,47.11,12.31,45.09,14.64,203.77,3651.27
Province_29,Farm_18,7.12,22.16,1.44,233.92,76.1,,,30.65,7.26,143.17,3683.67
Province_29,Farm_19,7.14,13.9,1.33,399.59,24.29,17.1,38.44,1.41,8.19,297.38,4181.48
Province_29,Farm_20,7.01,7.56,1.31,306.6,72.84,31.67,24.33,23.51,8.8,164.15,3972.5
Province_29,Farm_21,7.5,24.93,0.58,89.96,31.66,41.53,16.16,15.65,14.88,124.73,3198.5
Province_29,Farm_22,6.6,13.08,3.07,149.09,69.47,,47.44,2.68,14.62,241.17,4513.85
Province_29,Farm_23,6.99,1.37,1.46,59.31,,30.01,37.0,39.62,24.62,208.23,4640.65
Province_29,Farm_24,6.35,22.11,3.94,213.67,77.56,31.51,43.92,,1.14,241.99,4055.61
Province_29,Farm_25,7.44,25.65,1.98,325.42,52.24,36.01,14.86,35.76,2.78,154.12,3443.3
Province_29,Farm_26,8.07,20.13,,365.51,27.72,11.64,46.43,36.8,13.02,128.0,3700.98
Province_29,Farm_27,6.47,26.17,1.92,279.29,58.22,21.52,3.0,19.06,3.8,118.39,3789.06
Province_29,Farm_28,6.57,,3.83,306.13,42.64,27.43,3.03,8.21,12.52,,3378.36
Province_29,Farm_29,8.04,22.82,2.08,165.31,38.39,40.78,47.84,41.5,19.2,280.82,3587.9
Province_29,Farm_30,8.25,0.5,1.34,108.46,,48.14,46.3,16.1,13.72,194.59,3443.94
Province_29,Farm_31,6.82,7.4,3.8,238.35,25.26,14.39,35.86,3.78,1.4,170.99,3364.23
Province_30,Farm_1,6.94,5.85,2.39,102.15,,23.02,7.31,30.05,,229.96,3200.49
Province_30,Farm_2,6.6,15.11,3.13,,69.35,24.42,40.41,48.64,,124.67,4296.65
Province_30,Farm_3,7.51,15.95,1.88,324.47,,22.92,15.92,11.58,23.2,227.22,4607.1
Province_30,Farm_4,8.09,18.68,,117.16,42.94,,1.27,34.55,0.02,,4345.03
Province_30,Farm_5,7.73,,1.19,149.48,73.09,43.36,26.8,39.45,23.56,137.03,3084.51
Province_30,Farm_6,6.25,19.82,,372.9,63.39,33.93,9.9,23.73,4.17,107.17,4492.44
Province_30,Farm_7,6.76,17.51,2.09,164.9,,14.25,24.96,6.23,12.02,268.04,3586.45
Province_30,Farm_8,6.88,2.7,3.52,288.82,77.28,12.44,34.98,34.95,17.26,191.49,3592.62
Province_30,Farm_9,6.06,15.16,,244.73,41.04,34.74,6.97,,18.81,128.03,3813.11
Province_30,Farm_10,7.56,13.59,0.58,91.78,,23.1,2.97,1.66,16.18,249.09,4242.43
Province_30,Farm_11,8.15,22.92,0.54,121.86,65.83,41.03,38.71,,21.95,258.23,4005.73
Province_30,Farm_12,8.12,16.44,1.28,81.29,,25.67,,36.79,23.79,276.04,4419.63
Province_30,Farm_13,,4.04,2.7,384.12,36.75,22.35,2.78,,10.53,,3463.72
Province_30,Farm_14,8.14,2.08,1.67,119.49,,39.58,4.63,13.86,5.84,151.69,3246.59
Province_30,Farm_15,7.0,24.4,,,52.48,,11.43,40.93,15.57,182.17,2633.45
Province_30,Farm_16,8.02,24.82,2.07,357.86,27.02,41.09,17.75,47.85,21.82,228.14,4016.01
Province_30,Farm_17,8.09,27.45,1.05,272.2,72.12,11.23,23.54,22.08,10.97,264.56,4312.61
Province_30,Farm_18,6.39,5.63,3.36,234.21,61.9,14.19,15.72,42.08,6.45,236.38,4148.27
Province_30,Farm_19,7.56,7.56,1.58,334.74,23.81,16.7,14.58,25.09,23.57,178.74,3562.72
Province_30,Farm_20,7.31,3.73,1.73,398.06,,40.99,,9.98,15.69,,3847.4
Province_30,Farm_21,,5.49,4.0,162.95,40.81,,41.52,35.57,17.39,172.16,3880.25
Province_30,Farm_22,6.27,4.28,3.65,149.96,27.88,43.98,11.28,19.79,,281.03,4171.89
Province_30,Farm_23,7.96,15.54,3.33,113.41,37.6,27.22,,48.83,3.82,251.58,3875.23
Province_30,Farm_24,6.81,9.24,2.21,368.28,79.94,24.98,,27.29,7.66,101.98,4953.11
Province_30,Farm_25,7.34,7.51,3.49,255.21,35.68,,6.59,,16.6,,4126.03
Province_30,Farm_26,7.8,14.37,2.03,281.24,59.62,33.12,39.3,,18.68,121.69,3743.03
Province_30,Farm_27,8.11,23.18,,356.7,55.44,46.41,10.15,17.3,6.63,,3981.61
Province_30,Farm_28,7.99,15.17,2.23,131.01,,,46.01,20.36,,123.55,3839.74
Province_30,Farm_29,,11.24,2.27,227.1,,25.14,27.94,42.62,13.23,243.32,3482.3
Province_30,Farm_30,7.72,4.55,1.57,163.58,62.93,23.8,30.06,44.73,7.58,202.69,3501.85
Province_30,Farm_31,6.63,3.12,3.99,234.04,40.22,41.51,33.48,11.75,18.21,221.44,2860.19
Province_30,Farm_32,,11.49,2.38,154.94,46.58,24.36,20.02,20.41,23.08,212.27,4312.51
Province_30,Farm_33,8.44,8.48,,315.23,50.84,32.55,35.25,28.0,6.31,,4429.68
Province_30,Farm_34,8.41,12.41,1.61,229.92,47.58,18.84,0.47,40.13,,243.74,4260.51
Province_30,Farm_35,6.2,6.78,3.11,190.41,,,,6.25,8.16,198.21,4335.33
Province_30,Farm_36,6.21,26.06,2.1,395.61,70.9,16.93,,11.19,8.27,247.54,3826.65
Province_31,Farm_1,6.24,,1.71,373.46,42.62,41.43,29.38,44.88,14.04,194.82,3271.49
Province_31,Farm_2,8.27,26.11,1.78,86.38,51.73,,39.3,11.61,21.98,147.57,2796.77
Province_31,Farm_3,7.52,0.87,3.2,289.65,63.29,42.44,49.92,,22.89,226.61,4778.91
Province_31,Farm_4,6.24,8.4,0.72,149.72,28.15,19.87,,16.9,6.0,,4041.02
Province_31,Farm_5,8.07,29.62,2.48,95.33,57.05,10.77,34.78,,9.57,267.24,4693.56
Province_31,Farm_6,7.0,21.3,2.17,333.72,70.8,35.04,41.78,15.37,2.84,,4023.33
Province_31,Farm_7,6.34,11.05,,264.08,30.37,15.52,18.67,25.99,,180.63,4801.69
Province_31,Farm_8,7.51,8.91,2.38,335.45,61.73,48.01,43.72,49.06,15.91,175.38,3715.6
Province_31,Farm_9,7.88,8.0,3.68,348.75,52.66,35.79,13.77,11.2,14.06,276.26,4793.4
Province_31,Farm_10,7.26,9.8,1.07,61.68,43.43,45.55,49.62,6.11,20.48,200.15,3339.66
Province_31,Farm_11,6.28,13.45,1.38,298.69,33.18,,13.27,40.02,24.19,193.86,4217.33
Province_31,Farm_12,7.07,0.45,0.96,96.69,52.02,15.37,40.04,6.0,12.78,211.58,3576.07
Province_31,Farm_13,7.57,17.32,3.04,358.05,29.59,43.82,45.24,30.04,7.08,113.33,3828.44
Province_31,Farm_14,8.28,8.68,2.63,143.22,71.42,48.47,,28.12,7.95,,4520.34
Province_31,Farm_15,,8.29,1.34,376.44,55.37,34.87,40.47,15.41,22.84,205.65,2937.48
Province_31,Farm_16,7.95,,2.77,183.12,63.95,20.07,12.4,31.73,20.11,168.46,3285.13
Province_31,Farm_17,7.25,9.37,2.57,301.15,71.52,,25.24,19.83,22.4,138.22,3555.61
Province_31,Farm_18,8.08,29.65,3.15,343.31,24.21,26.22,37.48,29.05,,155.72,3438.2
Province_31,Farm_19,6.7,18.07,3.84,123.26,66.45,44.27,23.68,22.19,23.31,218.69,3215.93
Province_31,Farm_20,6.97,0.82,,313.59,59.7,17.5,36.6,3.84,7.35,207.42,3704.3
Province_31,Farm_21,8.42,,,134.05,45.22,34.59,,,19.74,190.94,3992.95
Province_31,Farm_22,8.2,,3.43,195.87,69.45,31.94,24.2,32.32,21.27,232.37,4549.29
Province_31,Farm_23,6.94,1.96,2.78,67.88,45.78,35.58,44.27,40.06,22.02,179.3,3563.53
Province_31,Farm_24,6.09,14.82,2.43,263.69,61.71,30.2,28.87,46.49,9.06,279.77,4730.29
Province_31,Farm_25,7.24,9.74,3.51,373.49,,11.01,17.03,11.71,2.83,263.98,3584.66
Province_31,Farm_26,8.25,24.24,1.55,,39.09,16.89,41.85,47.24,16.52,240.87,4013.1
Province_31,Farm_27,8.29,22.64,,65.39,55.89,14.78,16.57,,5.09,121.18,4313.6
Province_31,Farm_28,6.15,13.12,3.22,229.04,44.98,33.66,40.1,44.04,7.77,128.59,4332.06
Province_31,Farm_29,8.48,16.2,,245.89,37.34,43.7,45.64,41.34,7.1,,3781.35
Province_31,Farm_30,8.33,16.8,2.35,213.17,59.55,31.93,6.87,35.6,6.41,255.96,3780.0
Province_31,Farm_31,7.36,4.24,0.94,246.61,76.73,,8.87,28.58,18.81,195.7,3636.28
Province_31,Farm_32,6.84,28.54,3.64,76.42,,14.95,1.02,,13.55,,3083.18
Province_31,Farm_33,,15.42,2.12,85.53,35.59,43.35,14.53,27.51,2.76,,3444.12
Province_32,Farm_1,8.28,18.84,2.84,161.24,59.95,36.58,44.32,15.27,,207.25,3794.53
Province_32,Farm_2,,2.49,1.55,57.37,29.47,49.99,3.28,48.57,,277.35,3889.66
Province_32,Farm_3,7.2,12.95,3.48,112.14,59.49,11.27,8.4,43.81,1.53,253.29,5032.76
Province_32,Farm_4,6.6,18.67,,269.34,61.69,42.6,7.16,42.84,4.02,101.27,3738.4
Province_32,Farm_5,,29.77,0.58,171.42,66.67,16.61,28.42,29.8,,260.39,4404.34
Province_32,Farm_6,6.17,14.25,3.91,170.34,68.11,48.8,7.7,44.19,2.99,201.69,3721.49
Province_32,Farm_7,7.43,7.15,2.65,213.82,50.91,10.63,8.6,,,128.59,3975.22
Province_32,Farm_8,7.76,15.66,1.27,216.08,65.54,20.59,38.68,27.8,,216.51,3179.93
Province_32,Farm_9,8.15,8.06,1.41,267.54,37.92,11.97,13.1,9.36,6.08,,4160.26
Province_32,Farm_10,6.41,28.22,2.11,388.91,48.11,44.55,,36.75,6.37,152.45,3689.04
Province_32,Farm_11,7.31,2.43,3.71,284.08,23.8,14.48,24.01,21.09,5.97,290.91,4559.54
Province_32,Farm_12,7.02,14.52,2.37,363.04,36.46,34.64,45.41,27.92,15.79,271.49,4972.02
Province_32,Farm_13,8.48,21.45,3.82,280.95,44.75,,,45.29,,163.38,3041.31
Province_32,Farm_14,,24.68,3.37,77.39,62.33,33.77,8.37,,5.84,297.06,4131.05
Province_32,Farm_15,7.97,,1.8,382.56,,22.43,15.67,10.17,,,4233.74
Province_32,Farm_16,7.85,,3.44,368.52,30.16,43.1,23.73,33.15,19.7,253.61,4373.02
Province_32,Farm_17,7.24,19.51,1.58,208.72,64.54,37.46,48.86,44.79,,,3974.55
Province_32,Farm_18,7.47,13.07,0.95,317.95,29.89,39.72,0.28,16.88,15.28,184.92,4417.04
Province_32,Farm_19,8.49,14.86,0.9,383.15,42.06,39.86,11.65,,22.78,219.22,3950.01
Province_32,Farm_20,6.3,4.93,1.89,60.17,34.55,33.26,45.25,29.79,21.03,249.49,3739.39
Province_32,Farm_21,8.33,12.5,,240.26,,16.68,46.16,46.99,21.31,110.3,3786.78
Province_32,Farm_22,7.78,17.27,1.89,187.34,70.68,29.25,2.93,43.1,23.9,181.22,3624.37
Province_32,Farm_23,6.75,,1.7,106.96,,,42.46,8.37,20.72,278.23,4128.4
Province_32,Farm_24,8.42,11.77,1.55,313.45,67.4,46.54,,35.56,4.74,120.63,3887.76
Province_32,Farm_25,7.64,10.35,0.64,,74.41,19.08,20.59,26.96,8.12,195.07,3939.25
Province_32,Farm_26,8.48,9.6,3.7,213.94,59.78,45.15,20.36,,18.0,158.79,4227.52
Province_32,Farm_27,7.91,25.63,1.49,91.8,50.97,37.8,31.44,2.92,21.59,254.37,4121.14
Province_32,Farm_28,8.41,10.47,3.1,219.12,28.89,18.86,8.28,30.94,14.99,229.57,4524.03
Province_32,Farm_29,6.19,20.73,3.47,314.76,21.87,13.48,33.87,18.16,,104.33,4139.81
Province_32,Farm_30,7.75,2.57,2.73,182.3,70.04,11.7,39.46,16.98,17.71,,3532.81
Province_32,Farm_31,7.65,22.98,2.36,310.47,65.02,33.7,36.02,16.87,9.11,,3637.81
